state_id,action_id,HIGH,status
T10_S3_B488045,5633,True,UNAVAILABLE_OR_UNRESOLVED
HIST_T10_FIXED,831,True,UNAVAILABLE_OR_UNRESOLVED
HIST_T10_FIXED,833,True,UNAVAILABLE_OR_UNRESOLVED
HIST_T10_FIXED,1273,True,UNAVAILABLE_OR_UNRESOLVED
HIST_T8_S5,1736,True,UNAVAILABLE_OR_UNRESOLVED
