state_id,action_id,HIGH,implied_literal,implied_var,activity,activity_rank,heap_rank,heap_membership,current_top_branch_candidate,fate,fate_event_index,events_until_fate,dequeues_until_fate,propagated_assignments_until_fate,conflicts_until_fate,decisions_until_fate,heap_rank_trajectory,activity_rank_trajectory,reaches_heap_top_before_fate,reaches_branch_candidate_before_fate,next_decisions,next_decision_positions,next_decisions_observed,would_be_next_decision,next_1,next_2,next_4,next_8,branch_candidate_anytime_in_horizon,first_branch_event_index,time_to_first_decision_dequeues,time_to_first_decision_conflicts,reaches_heap_top_within_next8_window,high_or_control_next8,implied_branch_displaced_positions,historical_native_rank,canonical_cross_build_rank
HIST_T10_FIXED,831,True,-231,231,0,300.5,338,True,567,B_NATURAL_PROPAGATION,18,18,11,7,0,0,"[{""event_index"":0,""rank"":338}]","[{""event_index"":0,""rank"":300.5}]",False,False,"[176,284,555,-555,124,-568,-284,-211]",[],8,False,False,False,False,False,False,,,,False,"[-466,85,-19,-139,331,219,-568,250]",[],True,unavailable
HIST_T10_FIXED,833,True,-42,42,0,300.5,527,True,567,B_NATURAL_PROPAGATION,19,19,11,8,0,0,"[{""event_index"":0,""rank"":527}]","[{""event_index"":0,""rank"":300.5}]",False,False,"[176,284,555,-555,124,-568,-284,-211]",[],8,False,False,False,False,False,False,,,,False,"[-289,-291,-373,195,48,-290,-568,-195]",[],True,unavailable
HIST_T10_FIXED,1273,True,-48,48,0,300.5,521,True,567,B_NATURAL_PROPAGATION,16,16,10,6,0,0,"[{""event_index"":0,""rank"":521}]","[{""event_index"":0,""rank"":300.5}]",False,False,"[176,284,555,-555,124,-568,-284,-211]",[],8,False,False,False,False,False,False,,,,False,"[-468,85,-19,-139,-491,-568,189,250]",[],True,unavailable
HIST_T10_FIXED,1269,False,-378,378,0,300.5,191,True,567,B_NATURAL_PROPAGATION,14,14,10,4,0,0,"[{""event_index"":0,""rank"":191}]","[{""event_index"":0,""rank"":300.5}]",False,False,"[176,284,555,-555,124,-568,-284,-211]",[],8,False,False,False,False,False,False,,,,False,"[176,284,555,-555,124,-568,-284,-211]",[],True,unavailable
HIST_T8_S5,1736,True,-211,211,0,300.5,353,True,561,B_NATURAL_PROPAGATION,15,15,8,7,0,0,"[{""event_index"":0,""rank"":353}]","[{""event_index"":0,""rank"":300.5}]",False,False,"[-441,-447,-405,-400,361,538,141,-400]",[],8,False,False,False,False,False,False,,,,False,"[100,-440,-121,512,532,479,145,-479]",[],True,unavailable
HIST_T8_S5,381,False,-544,544,0,300.5,20,True,561,B_NATURAL_PROPAGATION,12,12,8,4,0,0,"[{""event_index"":0,""rank"":20}]","[{""event_index"":0,""rank"":300.5}]",False,False,"[-441,-447,-405,-400,361,538,141,-400]",[],8,False,False,False,False,False,False,,,,False,"[-441,-447,-405,-400,361,538,141,-400]",[],True,unavailable
